\begin{table}
\begin{tabular}{ccccccccccccccc}
field & ID & M_med & zbest & PETRO_RADIUS & fagn_mir & lir & s24(mJy) & fagn_tot & lagn & lsf & sfr & lx & lbol & BHAR \\
EGS & 2259 & 10.6229 & 1.778 & 6.6 & 0.2 & 11.58 & 0.202 & 0.0194 & 43.4505466956 & 45.1542368546 & 1.80744936838 & 43.3587353298 & 44.9484191623 & -0.850541661519 \\
EGS & 677 & 10.1981 & 1.779 & 5.28 & 0.3 & 10.83 & 0.042 & 0.0489 & 43.1020538248 & 44.3909711474 & 1.04418366114 & 43.2405962466 & 44.8007453083 & -0.998215515524 \\
COS & 1540 & 10.1803 & 1.78 & 4.62 & 0.3 & 11.4 & 0.087 & 0.0489 & 43.6720538248 & 44.9609711474 & 1.61418366114 & 43.4338262466 & 45.0422828083 & -0.756678015524 \\
COS & 3732 & 10.1455 & 1.78 & 5.28 & 0.2 & 11.54 & 0.09 & 0.0194 & 43.4105466956 & 45.1142368546 & 1.76744936838 & 43.3451753298 & 44.9314691623 & -0.867491661519 \\
EGS & 25904 & 10.3779 & 1.782 & 5.28 & 0.2 & 11.47 & 0.189 & 0.0194 & 43.3405466956 & 45.0442368546 & 1.69744936838 & 43.3214453298 & 44.9018066623 & -0.897154161519 \\
EGS & 28152 & 9.8879 & 1.782 & 6.6 & 0.4 & 10.92 & 0.048 & 0.0916 & 43.4646404394 & 44.4610220912 & 1.11423460501 & 43.3635131089 & 44.9543913862 & -0.844569437611 \\
UDS & 8724 & 10.1398790864 & 1.782 & 5.2800002 & 0.2 & 11.08 & 0.076 & 0.0194 & 42.9505466956 & 44.6542368546 & 1.30744936838 & 43.1892353298 & 44.7365441623 & -1.06241666152 \\
EGS & 26418 & 11.002 & 1.782 & 5.28 & 0.2 & 11.65 & 0.285 & 0.0194 & 43.5205466956 & 45.2242368546 & 1.87744936838 & 43.3824653298 & 44.9780816623 & -0.820879161519 \\
UDS & 8786 & 10.5611013836 & 1.783 & 4.6199999 & 0.2 & 11.24 & 0.089 & 0.0194 & 43.1105466956 & 44.8142368546 & 1.46744936838 & 43.2434753298 & 44.8043441623 & -0.994616661519 \\
GDS & 10908 & 10.07 & 1.783 & 5.28 & 0.2 & 11.12 & 0.073 & 0.0194 & 42.9905466956 & 44.6942368546 & 1.34744936838 & 43.2027953298 & 44.7534941623 & -1.04546666152 \\
EGS & 27953 & 10.2232 & 1.783 & 10.56 & 0.3 & 10.93 & 0.053 & 0.0489 & 43.2020538248 & 44.4909711474 & 1.14418366114 & 43.2744962466 & 44.8431203083 & -0.955840515524 \\
COS & 3417 & 10.3539 & 1.7834 & 10.56 & 0.8 & 11.41 & 0.18 & 0.3944 & 44.588681872 & 44.7749308322 & 1.42814334596 & 43.7445631546 & 45.4307039432 & -0.368256880546 \\
COS & 6588 & 10.5824 & 1.784 & 5.94 & 0.2 & 11.39 & 0.133 & 0.0194 & 43.2605466956 & 44.9642368546 & 1.61744936838 & 43.2943253298 & 44.8679066623 & -0.931054161519 \\
EGS & 2838 & 11.0979 & 1.784 & 5.28 & 0.28 & 11.73 & 0.171 & 0.041944 & 43.9354148104 & 45.2941358608 & 1.94734837454 & 43.5231056207 & 45.1538820259 & -0.645078797883 \\
EGS & 22197 & 10.0023 & 1.784 & 3.96 & 0.2 & 11.08 & 0.061 & 0.0194 & 42.9505466956 & 44.6542368546 & 1.30744936838 & 43.1892353298 & 44.7365441623 & -1.06241666152 \\
UDS & 22888 & 10.4502491083 & 1.785 & 3.96 & 0.3 & 11.66 & 0.088 & 0.0489 & 43.9320538248 & 45.2209711474 & 1.87418366114 & 43.5219662466 & 45.1524578083 & -0.646503015524 \\
EGS & 3991 & 10.2684 & 1.785 & 5.94 & 0.1 & 11.7 & 0.2 & 0.0031 & 42.7741066595 & 45.2813965617 & 1.93460907546 & 43.1294221576 & 44.661777697 & -1.13718312682 \\
EGS & 27358 & 10.6013 & 1.785 & 5.28 & 0.4 & 11.95 & 0.32 & 0.0916 & 44.4946404394 & 45.4910220912 & 2.14423460501 & 43.7126831089 & 45.3908538862 & -0.408106937611 \\
UDS & 12116 & 10.1789769473 & 1.785 & 5.2800002 & 0.2 & 11.18 & 0.084 & 0.0194 & 43.0505466956 & 44.7542368546 & 1.40744936838 & 43.2231353298 & 44.7789191623 & -1.02004166152 \\
UDS & 2480 & 10.5809249757 & 1.786 & 4.6199999 & 0.2 & 11.34 & 0.139 & 0.0194 & 43.2105466956 & 44.9142368546 & 1.56744936838 & 43.2773753298 & 44.8467191623 & -0.952241661519 \\
EGS & 26261 & 10.6681 & 1.786 & 5.28 & 0.2 & 11.5 & 0.156 & 0.0194 & 43.3705466956 & 45.0742368546 & 1.72744936838 & 43.3316153298 & 44.9145191623 & -0.884441661519 \\
EGS & 6921 & 10.1457 & 1.786 & 5.94 & 0.2 & 11.3 & 0.095 & 0.0194 & 43.1705466956 & 44.8742368546 & 1.52744936838 & 43.2638153298 & 44.8297691623 & -0.969191661519 \\
COS & 23248 & 9.86252 & 1.787 & 5.28 & 0.2 & 11.18 & 0.072 & 0.0194 & 43.0505466956 & 44.7542368546 & 1.40744936838 & 43.2231353298 & 44.7789191623 & -1.02004166152 \\
EGS & 12396 & 10.1931 & 1.787 & 6.6 & 0.1 & 11.49 & 0.04 & 0.0031 & 42.5641066595 & 45.0713965617 & 1.72460907546 & 43.0582321576 & 44.572790197 & -1.22617062682 \\
UDS & 4350 & 10.8438554226 & 1.787 & 3.96 & 0.3 & 11.75 & 0.15 & 0.0489 & 44.0220538248 & 45.3109711474 & 1.96418366114 & 43.5524762466 & 45.1905953083 & -0.608365515524 \\
EGS & 7490 & 10.4058 & 1.789 & 5.28 & 0.3 & 10.93 & 0.046 & 0.0489 & 43.2020538248 & 44.4909711474 & 1.14418366114 & 43.2744962466 & 44.8431203083 & -0.955840515524 \\
UDS & 15547 & 10.3873898263 & 1.789 & 5.9400001 & 0.1 & 11.46 & 0.223 & 0.0031 & 42.5341066595 & 45.0413965617 & 1.69460907546 & 43.0480621576 & 44.560077697 & -1.23888312682 \\
COS & 5820 & 10.1396 & 1.79 & 5.28 & 0.2 & 11.31 & 0.115 & 0.0194 & 43.1805466956 & 44.8842368546 & 1.53744936838 & 43.2672053298 & 44.8340066623 & -0.964954161519 \\
COS & 4801 & 9.95627 & 1.79 & 4.62 & 0.2 & 11.66 & 0.063 & 0.0194 & 43.5305466956 & 45.2342368546 & 1.88744936838 & 43.3858553298 & 44.9823191623 & -0.816641661519 \\
EGS & 17559 & 10.7135 & 1.79 & 5.94 & 0.1 & 11.52 & 0.188 & 0.0031 & 42.5941066595 & 45.1013965617 & 1.75460907546 & 43.0684021576 & 44.585502697 & -1.21345812682 \\
UDS & 6211 & 10.7937903847 & 1.791 & 5.2800002 & 0.2 & 11.4 & 0.165 & 0.0194 & 43.2705466956 & 44.9742368546 & 1.62744936838 & 43.2977153298 & 44.8721441623 & -0.926816661519 \\
EGS & 239 & 9.80495 & 1.791 & 5.28 & 0.2 & 11.14 & 0.075 & 0.0194 & 43.0105466956 & 44.7142368546 & 1.36744936838 & 43.2095753298 & 44.7619691623 & -1.03699166152 \\
GDS & 16856 & 10.77 & 1.791 & 5.94 & 0.3 & 11.27 & 0.099 & 0.0489 & 43.5420538248 & 44.8309711474 & 1.48418366114 & 43.3897562466 & 44.9871953083 & -0.811765515524 \\
EGS & 13088 & 10.9148 & 1.791 & 4.62 & 0.3 & 12.04 & 0.423 & 0.0489 & 44.3120538248 & 45.6009711474 & 2.25418366114 & 43.6507862466 & 45.3134828083 & -0.485478015524 \\
GDS & 24419 & 10.02 & 1.792 & 5.28 & 0.2 & 10.93 & 0.043 & 0.0194 & 42.8005466956 & 44.5042368546 & 1.15744936838 & 43.1383853298 & 44.6729816623 & -1.12597916152 \\
COS & 6216 & 9.60109 & 1.792 & 9.24 & 0.2 & 11.01 & 0.056 & 0.0194 & 42.8805466956 & 44.5842368546 & 1.23744936838 & 43.1655053298 & 44.7068816623 & -1.09207916152 \\
EGS & 29008 & 10.7326 & 1.793 & 4.62 & 0.5 & 11.8 & 0.191 & 0.1475 & 44.551536986 & 45.3134393534 & 1.96665186713 & 43.7319710383 & 45.4149637978 & -0.383997025969 \\
EGS & 17697 & 10.709 & 1.793 & 6.6 & 0.2 & 12.01 & 0.269 & 0.0194 & 43.8805466956 & 45.5842368546 & 2.23744936838 & 43.5045053298 & 45.1306316623 & -0.668329161519 \\
UDS & 8294 & 10.0374264979 & 1.794 & 5.2800002 & 0.2 & 11.08 & 0.075 & 0.0194 & 42.9505466956 & 44.6542368546 & 1.30744936838 & 43.1892353298 & 44.7365441623 & -1.06241666152 \\
EGS & 25052 & 10.1514 & 1.795 & 4.62 & 0.2 & 11.49 & 0.144 & 0.0194 & 43.3605466956 & 45.0642368546 & 1.71744936838 & 43.3282253298 & 44.9102816623 & -0.888679161519 \\
COS & 8360 & 10.0706 & 1.797 & 4.62 & 0.2 & 11.2 & 0.074 & 0.0194 & 43.0705466956 & 44.7742368546 & 1.42744936838 & 43.2299153298 & 44.7873941623 & -1.01156666152 \\
COS & 7146 & 9.85083 & 1.798 & 4.62 & 0.1 & 11.39 & 0.188 & 0.0031 & 42.4641066595 & 44.9713965617 & 1.62460907546 & 43.0243321576 & 44.530415197 & -1.26854562682 \\
EGS & 13327 & 10.0154 & 1.798 & 5.94 & 0.2 & 11.41 & 0.049 & 0.0194 & 43.2805466956 & 44.9842368546 & 1.63744936838 & 43.3011053298 & 44.8763816623 & -0.922579161519 \\
EGS & 20153 & 10.4456 & 1.798 & 4.62 & 0.3 & 11.15 & 0.073 & 0.0489 & 43.4220538248 & 44.7109711474 & 1.36418366114 & 43.3490762466 & 44.9363453083 & -0.862615515524 \\
GDS & 12411 & 9.94 & 1.798 & 5.28 & 0.2 & 10.87 & 0.04 & 0.0194 & 42.7405466956 & 44.4442368546 & 1.09744936838 & 43.1180453298 & 44.6475566623 & -1.15140416152 \\
UDS & 4165 & 10.6283889301 & 1.798 & 5.9400001 & 0.2 & 11.55 & 0.272 & 0.0194 & 43.4205466956 & 45.1242368546 & 1.77744936838 & 43.3485653298 & 44.9357066623 & -0.863254161519 \\
GDS & 1033 & 10.03 & 1.798 & 5.28 & 0.2 & 11.15 & 0.071 & 0.0194 & 43.0205466956 & 44.7242368546 & 1.37744936838 & 43.2129653298 & 44.7662066623 & -1.03275416152 \\
UDS & 508 & 10.9439888751 & 1.799 & 8.5799999 & 0.28 & 11.13 & 0.098 & 0.041944 & 43.3354148104 & 44.6941358608 & 1.34734837454 & 43.3197056207 & 44.8996320259 & -0.899328797883 \\
COS & 22636 & 10.3674 & 1.799 & 5.28 & 0.3 & 11.44 & 0.117 & 0.0489 & 43.7120538248 & 45.0009711474 & 1.65418366114 & 43.4473862466 & 45.0592328083 & -0.739728015524 \\
COS & 16164 & 10.2821 & 1.8 & 3.96 & 0.2 & 11.25 & 0.1 & 0.0194 & 43.1205466956 & 44.8242368546 & 1.47744936838 & 43.2468653298 & 44.8085816623 & -0.990379161519 \\
EGS & 15959 & 10.4017 & 1.8 & 10.56 & 0.3 & 11.44 & 0.122 & 0.0489 & 43.7120538248 & 45.0009711474 & 1.65418366114 & 43.4473862466 & 45.0592328083 & -0.739728015524 \\
EGS & 789 & 10.0118 & 1.8 & 5.28 & 0.2 & 10.96 & 0.058 & 0.0194 & 42.8305466956 & 44.5342368546 & 1.18744936838 & 43.1485553298 & 44.6856941623 & -1.11326666152 \\
COS & 13345 & 10.5525 & 1.8 & 5.28 & 0.3 & 11.33 & 0.078 & 0.0489 & 43.6020538248 & 44.8909711474 & 1.54418366114 & 43.4100962466 & 45.0126203083 & -0.786340515524 \\
COS & 16367 & 10.5448 & 1.8 & 4.62 & 0.5 & 11.48 & 0.081 & 0.1475 & 44.231536986 & 44.9934393534 & 1.64665186713 & 43.6234910383 & 45.2793637978 & -0.519597025969 \\
EGS & 26951 & 10.5164 & 1.8 & 5.28 & 0.5 & 11.78 & 0.198 & 0.1475 & 44.531536986 & 45.2934393534 & 1.94665186713 & 43.7251910383 & 45.4064887978 & -0.392472025969 \\
COS & 9827 & 11.0048 & 1.8 & 5.28 & 0.3 & 11.78 & 0.428 & 0.0489 & 44.0520538248 & 45.3409711474 & 1.99418366114 & 43.5626462466 & 45.2033078083 & -0.595653015524 \\
UDS & 5207 & 10.0718820073 & 1.8 & 5.2800002 & 0.2 & 11.49 & 0.172 & 0.0194 & 43.3605466956 & 45.0642368546 & 1.71744936838 & 43.3282253298 & 44.9102816623 & -0.888679161519 \\
UDS & 14630 & 10.0413926852 & 1.8 & 5.2800002 & 0.2 & 11.01 & 0.064 & 0.0194 & 42.8805466956 & 44.5842368546 & 1.23744936838 & 43.1655053298 & 44.7068816623 & -1.09207916152 \\
COS & 3827 & 10.6309 & 1.8 & 5.28 & 0.2 & 11.28 & 0.119 & 0.0194 & 43.1505466956 & 44.8542368546 & 1.50744936838 & 43.2570353298 & 44.8212941623 & -0.977666661519 \\
UDS & 7298 & 10.1522883444 & 1.801 & 6.5999999 & 0.1 & 11.09 & 0.07 & 0.0031 & 42.1641066595 & 44.6713965617 & 1.32460907546 & 42.9226321576 & 44.403290197 & -1.39567062682 \\
EGS & 10645 & 10.7668 & 1.802 & 3.96 & 0.4 & 11.19 & 0.078 & 0.0916 & 43.7346404394 & 44.7310220912 & 1.38423460501 & 43.4550431089 & 45.0688038862 & -0.730156937611 \\
GDS & 17377 & 9.08 & 1.803 & 4.62 & 0.2 & 10.38 & 0.013 & 0.0194 & 42.2505466956 & 43.9542368546 & 0.607449368377 & 42.9519353298 & 44.4399191623 & -1.35904166152 \\
UDS & 9394 & 10.1303337685 & 1.803 & 5.2800002 & 0.2 & 11.44 & 0.148 & 0.0194 & 43.3105466956 & 45.0142368546 & 1.66744936838 & 43.3112753298 & 44.8890941623 & -0.909866661519 \\
EGS & 29376 & 9.17817 & 1.804 & 10.56 & 0.2 & 11.75 & 0.073 & 0.0194 & 43.6205466956 & 45.3242368546 & 1.97744936838 & 43.4163653298 & 45.0204566623 & -0.778504161519 \\
UDS & 13722 & 9.79098847509 & 1.804 & 5.2800002 & 0.2 & 10.95 & 0.05 & 0.0194 & 42.8205466956 & 44.5242368546 & 1.17744936838 & 43.1451653298 & 44.6814566623 & -1.11750416152 \\
EGS & 23167 & 9.555 & 1.805 & 5.94 & 0.2 & 11.35 & 0.098 & 0.0194 & 43.2205466956 & 44.9242368546 & 1.57744936838 & 43.2807653298 & 44.8509566623 & -0.948004161519 \\
COS & 4686 & 10.2981 & 1.805 & 5.28 & 0.4 & 11.3 & 0.15 & 0.0916 & 43.8446404394 & 44.8410220912 & 1.49423460501 & 43.4923331089 & 45.1154163862 & -0.683544437611 \\
UDS & 1088 & 10.8115750059 & 1.806 & 4.6199999 & 0.2 & 11.6 & 0.328 & 0.0194 & 43.4705466956 & 45.1742368546 & 1.82744936838 & 43.3655153298 & 44.9568941623 & -0.842066661519 \\
UDS & 15222 & 10.8998205024 & 1.807 & 3.5 & 0.2 & 11.72 & 0.301 & 0.0194 & 43.5905466956 & 45.2942368546 & 1.94744936838 & 43.4061953298 & 45.0077441623 & -0.791216661519 \\
EGS & 473 & 10.04 & 1.807 & 6.6 & 0.1 & 10.96 & 0.053 & 0.0031 & 42.0341066595 & 44.5413965617 & 1.19460907546 & 42.8785621576 & 44.348202697 & -1.45075812682 \\
UDS & 9122 & 10.3404441148 & 1.808 & 5.2800002 & 0.2 & 11.35 & 0.125 & 0.0194 & 43.2205466956 & 44.9242368546 & 1.57744936838 & 43.2807653298 & 44.8509566623 & -0.948004161519 \\
UDS & 2938 & 10.9079485216 & 1.808 & 5.2800002 & 0.3 & 11.89 & 0.174 & 0.0489 & 44.1620538248 & 45.4509711474 & 2.10418366114 & 43.5999362466 & 45.2499203083 & -0.549040515524 \\
COS & 17366 & 10.933 & 1.808 & 5.28 & 0.1 & 11.66 & 0.297 & 0.0031 & 42.7341066595 & 45.2413965617 & 1.89460907546 & 43.1158621576 & 44.644827697 & -1.15413312682 \\
EGS & 18650 & 10.4384 & 1.809 & 5.28 & 0.2 & 11.51 & 0.056 & 0.0194 & 43.3805466956 & 45.0842368546 & 1.73744936838 & 43.3350053298 & 44.9187566623 & -0.880204161519 \\
UDS & 456 & 10.0606978404 & 1.809 & 7.2600002 & 0.2 & 11.04 & 0.061 & 0.0194 & 42.9105466956 & 44.6142368546 & 1.26744936838 & 43.1756753298 & 44.7195941623 & -1.07936666152 \\
EGS & 10582 & 10.6035 & 1.81 & 5.28 & 0.5 & 11.65 & 0.161 & 0.1475 & 44.401536986 & 45.1634393534 & 1.81665186713 & 43.6811210383 & 45.3514012978 & -0.447559525969 \\
EGS & 21507 & 10.6904 & 1.811 & 4.62 & 0.2 & 11.23 & 0.11 & 0.0194 & 43.1005466956 & 44.8042368546 & 1.45744936838 & 43.2400853298 & 44.8001066623 & -0.998854161519 \\
GDS & 24004 & 9.76 & 1.8112 & 4.62 & 0.2 & 10.68 & 0.028 & 0.0194 & 42.5505466956 & 44.2542368546 & 0.907449368377 & 43.0536353298 & 44.5670441623 & -1.23191666152 \\
GDS & 21901 & 10.89 & 1.812 & 5.28 & 0.5 & 11.16 & 0.091 & 0.1475 & 43.911536986 & 44.6734393534 & 1.32665186713 & 43.5150110383 & 45.1437637978 & -0.655197025969 \\
COS & 7720 & 10.3178 & 1.813 & 5.28 & 0.2 & 11.14 & 0.072 & 0.0194 & 43.0105466956 & 44.7142368546 & 1.36744936838 & 43.2095753298 & 44.7619691623 & -1.03699166152 \\
COS & 16069 & 10.9569 & 1.813 & 5.28 & 0.4 & 11.49 & 0.165 & 0.0916 & 44.0346404394 & 45.0310220912 & 1.68423460501 & 43.5567431089 & 45.1959288862 & -0.603031937611 \\
EGS & 11703 & 9.73815 & 1.813 & 4.62 & 0.2 & 11.44 & 0.04 & 0.0194 & 43.3105466956 & 45.0142368546 & 1.66744936838 & 43.3112753298 & 44.8890941623 & -0.909866661519 \\
COS & 2869 & 11.0603 & 1.8139 & 5.28 & 0.4 & 12.47 & 0.682 & 0.0916 & 45.0146404394 & 46.0110220912 & 2.66423460501 & 43.8889631089 & 45.6112038862 & -0.187756937611 \\
UDS & 5545 & 10.0253058653 & 1.814 & 5.2800002 & 0.2 & 10.88 & 0.041 & 0.0194 & 42.7505466956 & 44.4542368546 & 1.10744936838 & 43.1214353298 & 44.6517941623 & -1.14716666152 \\
UDS & 746 & 8.83947804737 & 1.814 & 6.5999999 & 0.9 & 10.99 & 0.037 & 0.5031 & 44.274399283 & 44.2690139624 & 0.922226476212 & 43.6380213569 & 45.2975266962 & -0.501434127611 \\
EGS & 1698 & 10.4661 & 1.816 & 5.28 & 0.1 & 11.02 & 0.063 & 0.0031 & 42.0941066595 & 44.6013965617 & 1.25460907546 & 42.8989021576 & 44.373627697 & -1.42533312682 \\
GDS & 26688 & 9.68 & 1.816 & 4.62 & 0.2 & 10.95 & 0.046 & 0.0194 & 42.8205466956 & 44.5242368546 & 1.17744936838 & 43.1451653298 & 44.6814566623 & -1.11750416152 \\
UDS & 21359 & 10.6937269489 & 1.817 & 5.9400001 & 0.2 & 11.58 & 0.191 & 0.0194 & 43.4505466956 & 45.1542368546 & 1.80744936838 & 43.3587353298 & 44.9484191623 & -0.850541661519 \\
UDS & 654 & 10.6972293428 & 1.817 & 4.6199999 & 0.4 & 12.05 & 0.113 & 0.0916 & 44.5946404394 & 45.5910220912 & 2.24423460501 & 43.7465831089 & 45.4332288862 & -0.365731937611 \\
COS & 4025 & 9.71128 & 1.817 & 5.94 & 0.8 & 11.29 & 0.138 & 0.3944 & 44.468681872 & 44.6549308322 & 1.30814334596 & 43.7038831546 & 45.3798539432 & -0.419106880546 \\
UDS & 22742 & 10.50242712 & 1.818 & 4.6199999 & 0.4 & 11.57 & 0.155 & 0.0916 & 44.1146404394 & 45.1110220912 & 1.76423460501 & 43.5838631089 & 45.2298288862 & -0.569131937611 \\
COS & 28278 & 9.70409 & 1.818 & 5.94 & 0.47 & 10.84 & 0.032 & 0.129344 & 43.5344912532 & 44.3625915629 & 1.01580407671 & 43.3871925348 & 44.9839906685 & -0.81497015525 \\
EGS & 16523 & 10.5518 & 1.818 & 4.62 & 0.2 & 11.51 & 0.181 & 0.0194 & 43.3805466956 & 45.0842368546 & 1.73744936838 & 43.3350053298 & 44.9187566623 & -0.880204161519 \\
COS & 22079 & 9.72569 & 1.818 & 7.92 & 0.2 & 11.15 & 0.079 & 0.0194 & 43.0205466956 & 44.7242368546 & 1.37744936838 & 43.2129653298 & 44.7662066623 & -1.03275416152 \\
COS & 8551 & 10.4711 & 1.819 & 5.94 & 0.2 & 11.74 & 0.294 & 0.0194 & 43.6105466956 & 45.3142368546 & 1.96744936838 & 43.4129753298 & 45.0162191623 & -0.782741661519 \\
UDS & 202 & 9.92168647548 & 1.819 & 5.2800002 & 0.2 & 11.28 & 0.107 & 0.0194 & 43.1505466956 & 44.8542368546 & 1.50744936838 & 43.2570353298 & 44.8212941623 & -0.977666661519 \\
COS & 20771 & 10.3377 & 1.82 & 5.28 & 0.2 & 11.31 & 0.104 & 0.0194 & 43.1805466956 & 44.8842368546 & 1.53744936838 & 43.2672053298 & 44.8340066623 & -0.964954161519 \\
GDS & 19486 & 10.15 & 1.82 & 8.58 & 0.2 & 11.38 & 0.059 & 0.0194 & 43.2505466956 & 44.9542368546 & 1.60744936838 & 43.2909353298 & 44.8636691623 & -0.935291661519 \\
EGS & 895 & 10.4881 & 1.82 & 5.28 & 0.2 & 11.27 & 0.214 & 0.0194 & 43.1405466956 & 44.8442368546 & 1.49744936838 & 43.2536453298 & 44.8170566623 & -0.981904161519 \\
GDS & 17630 & 10.59 & 1.82 & 5.94 & 0.4 & 11.51 & 0.154 & 0.0916 & 44.0546404394 & 45.0510220912 & 1.70423460501 & 43.5635231089 & 45.2044038862 & -0.594556937611 \\
GDS & 15209 & 9.29 & 1.821 & 5.94 & 0.2 & 10.53 & 0.019 & 0.0194 & 42.4005466956 & 44.1042368546 & 0.757449368377 & 43.0027853298 & 44.5034816623 & -1.29547916152 \\
GDS & 12187 & 9.93 & 1.821 & 3.96 & 0.3 & 11.5 & 0.078 & 0.0489 & 43.7720538248 & 45.0609711474 & 1.71418366114 & 43.4677262466 & 45.0846578083 & -0.714303015524 \\
EGS & 30095 & 9.90987 & 1.821 & 5.28 & 0.4 & 10.75 & 0.033 & 0.0916 & 43.2946404394 & 44.2910220912 & 0.944234605014 & 43.3058831089 & 44.8823538862 & -0.916606937611 \\
COS & 15280 & 10.1228 & 1.8225 & 5.94 & 0.2 & 11.19 & 0.084 & 0.0194 & 43.0605466956 & 44.7642368546 & 1.41744936838 & 43.2265253298 & 44.7831566623 & -1.01580416152 \\
EGS & 4113 & 9.15816 & 1.823 & 5.28 & 0.2 & 11.73 & 0.031 & 0.0194 & 43.6005466956 & 45.3042368546 & 1.95744936838 & 43.4095853298 & 45.0119816623 & -0.786979161519 \\
GDS & 18794 & 10.38 & 1.824 & 5.28 & 0.2 & 11.28 & 0.12 & 0.0194 & 43.1505466956 & 44.8542368546 & 1.50744936838 & 43.2570353298 & 44.8212941623 & -0.977666661519 \\
EGS & 3713 & 9.87201 & 1.825 & 5.94 & 0.2 & 10.9 & 0.04 & 0.0194 & 42.7705466956 & 44.4742368546 & 1.12744936838 & 43.1282153298 & 44.6602691623 & -1.13869166152 \\
COS & 15244 & 10.7921 & 1.825 & 5.28 & 0.8 & 11.74 & 0.343 & 0.3944 & 44.918681872 & 45.1049308322 & 1.75814334596 & 43.8564331546 & 45.5705414432 & -0.228419380546 \\
EGS & 2033 & 10.6088 & 1.826 & 7.26 & 0.5 & 11.94 & 0.29 & 0.1475 & 44.691536986 & 45.4534393534 & 2.10665186713 & 43.7794310383 & 45.4742887978 & -0.324672025969 \\
EGS & 3106 & 10.6447 & 1.826 & 10.56 & 0.2 & 11.64 & 0.123 & 0.0194 & 43.5105466956 & 45.2142368546 & 1.86744936838 & 43.3790753298 & 44.9738441623 & -0.825116661519 \\
EGS & 15568 & 10.6673 & 1.826 & 5.28 & 0.2 & 11.2 & 0.103 & 0.0194 & 43.0705466956 & 44.7742368546 & 1.42744936838 & 43.2299153298 & 44.7873941623 & -1.01156666152 \\
EGS & 29013 & 10.7816 & 1.828 & 4.62 & 0.4 & 12.16 & 0.577 & 0.0916 & 44.7046404394 & 45.7010220912 & 2.35423460501 & 43.7838731089 & 45.4798413862 & -0.319119437611 \\
EGS & 10876 & 10.7532 & 1.828 & 3.5 & 0.2 & 10.79 & 0.047 & 0.0194 & 42.6605466956 & 44.3642368546 & 1.01744936838 & 43.0909253298 & 44.6136566623 & -1.18530416152 \\
EGS & 6617 & 10.0454 & 1.828 & 5.28 & 0.3 & 11.34 & 0.106 & 0.0489 & 43.6120538248 & 44.9009711474 & 1.55418366114 & 43.4134862466 & 45.0168578083 & -0.782103015524 \\
EGS & 18363 & 10.1697 & 1.828 & 5.28 & 0.2 & 11.49 & 0.197 & 0.0194 & 43.3605466956 & 45.0642368546 & 1.71744936838 & 43.3282253298 & 44.9102816623 & -0.888679161519 \\
UDS & 1154 & 9.46538285145 & 1.828 & 5.9400001 & 0.2 & 10.98 & 0.052 & 0.0194 & 42.8505466956 & 44.5542368546 & 1.20744936838 & 43.1553353298 & 44.6941691623 & -1.10479166152 \\
EGS & 25417 & 9.98177 & 1.829 & 4.62 & 0.2 & 10.74 & 0.029 & 0.0194 & 42.6105466956 & 44.3142368546 & 0.967449368377 & 43.0739753298 & 44.5924691623 & -1.20649166152 \\
EGS & 19803 & 10.115 & 1.829 & 4.62 & 0.2 & 12.43 & 0.194 & 0.0194 & 44.3005466956 & 46.0042368546 & 2.65744936838 & 43.6468853298 & 45.3086066623 & -0.490354161519 \\
EGS & 16186 & 10.2902 & 1.83 & 6.6 & 0.2 & 11.72 & 0.104 & 0.0194 & 43.5905466956 & 45.2942368546 & 1.94744936838 & 43.4061953298 & 45.0077441623 & -0.791216661519 \\
EGS & 18557 & 10.4101 & 1.83 & 4.62 & 0.2 & 11.19 & 0.086 & 0.0194 & 43.0605466956 & 44.7642368546 & 1.41744936838 & 43.2265253298 & 44.7831566623 & -1.01580416152 \\
EGS & 23937 & 10.4923 & 1.83 & 7.92 & 0.4 & 11.06 & 0.055 & 0.0916 & 43.6046404394 & 44.6010220912 & 1.25423460501 & 43.4109731089 & 45.0137163862 & -0.785244437611 \\
EGS & 28939 & 10.852 & 1.83 & 7.92 & 0.2 & 11.8 & 0.04 & 0.0194 & 43.6705466956 & 45.3742368546 & 2.02744936838 & 43.4333153298 & 45.0416441623 & -0.757316661519 \\
COS & 22515 & 11.0067 & 1.83 & 6.6 & 0.4 & 11.38 & 0.2 & 0.0916 & 43.9246404394 & 44.9210220912 & 1.57423460501 & 43.5194531089 & 45.1493163862 & -0.649644437611 \\
GDS & 24216 & 10.8 & 1.83 & 5.28 & 0.2 & 11.45 & 0.164 & 0.0194 & 43.3205466956 & 45.0242368546 & 1.67744936838 & 43.3146653298 & 44.8933316623 & -0.905629161519 \\
EGS & 31661 & 10.9267 & 1.83 & 5.28 & 0.2 & 11.55 & 0.177 & 0.0194 & 43.4205466956 & 45.1242368546 & 1.77744936838 & 43.3485653298 & 44.9357066623 & -0.863254161519 \\
EGS & 13064 & 10.845 & 1.83 & 4.62 & 0.2 & 11.58 & 0.213 & 0.0194 & 43.4505466956 & 45.1542368546 & 1.80744936838 & 43.3587353298 & 44.9484191623 & -0.850541661519 \\
UDS & 2139 & 10.3364597338 & 1.831 & 7.2600002 & 0.3 & 11.45 & 0.102 & 0.0489 & 43.7220538248 & 45.0109711474 & 1.66418366114 & 43.4507762466 & 45.0634703083 & -0.735490515524 \\
